given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
sophie,wynne,25,leahy close,box range,beechboro,2340,wa,19940105,5948897,sophie,thredgold,35,bramble street,tigers hill,,6210,sa,19830705,8974658
mitchell,hunting,14,catchpole street,windara,,3155,qld,19050619,7824179,mitchell,lex,8,dexter street,blythlands,upper coomera,2011,nsw,19430227,9870170
robert,maczkowiack,40,broadbent street,jandera south,port lincoln,6153,nsw,19030102,4106094,robert,carbone,64,james smith circuit,galloway,st kilda east,5038,qld,19141107,6153085
benjamin,coleman,12,canopus crescent,,port kembla,2795,qld,19010422,1651755,benjamin,moody,43,fernyhough crescent,huongold,port augusta,3192,vic,19180612,4887764
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
samantha,chandler,183,macnamara place,st johnof god hospital,greenwith,2047,wa,19011201,6692802,samantha,harrington,29,beaver place,,toukleey,6751,vic,19471114,9485434
lily,warnock,68,darling street,jeran,exton,2154,nsw,19620520,2626334,lily,innis,57,harricks crescent,yarramdale,st albans,3002,qld,19880321,2533253
ella,estcourt,12,gellatly place,mayfair,braddon,3850,nsw,19090814,2110759,ella,browwne,35,tanjil loop,cedavriew,berkeley vale,4564,qld,19480726,6646608
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
joshua,corbin,83,tweed place,five oaks,keilor,4818,nsw,19721018,7955748,joshua,capel,1,clive steele avenue,spq acmp,woonrara,4207,qld,19090522,4415928
kirra,okoniewski,11,,molyneux hse,kardinya,5330,nsw,19700823,2077704,kirra,watkiln,29,geelong estreet,,nicholls,2088,nsw,19700924,1203301
thomas,humphreys,35,mayne street,gull cottage,the entrance,2000,qld,19880516,3033985,thomas,kinnane,10,centaurus street,water vew,bondi junction,2010,nsw,19700907,9269196
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,araujo,225,nepean place,kinross,lake cathie,2302,vic,19140124,5500784
chloe,musolino,19,warrumbul street,gordonvale,brighton,3782,nt,,7147784,chloe,musoilno,4,warrumbmul street,gordoivale,brighton,3728,ni,,7147784
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,webb,25,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715,1945645
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
benjamin,hartland,40,ranken place,sorrento,collie,3799,qld,19080206,7081220,benjamin,moody,43,fernyhough crescent,huongold,port augusta,3192,vic,19180612,4887764
lachlan,godfrey,45,lienhop street,sorrento,lalor,2350,sa,19080429,9107241,lachlan,rawlibs,49,lochleugh,whispering pines,coonamble,2089,nsw,19261022,9145105
benjamin,lovelock,1,tanumbirini street,apmnt 203,willetton,4570,nsw,19980628,6282406,benjamin,moody,43,fernyhough crescent,huongold,port augusta,3192,vic,19180612,4887764
adam,matthews,64,elvire place,mt pleasant,port macquarie,2210,tas,19181115,3647256,adam,coleman,14,ewart sdreet,camrai village,springfield,2795,nsw,19491208,6543835
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
brandon,freiman,27,tucana street,sunnyhills,tweed heads south,2500,nsw,19370325,3419459,brandon,strangway,177,everard lace,dryroc k gulch,hinchinbrook,4121,nsw,19220610,4691109
benjamin,liccioni,2,golden grove,jestarlei,lavington,2042,wa,19100711,2197467,benjamin,green,12,woolner circuit,mirani,reynella,2905,sa,,8195933
harrison,laing,158,bunbury street,brightling park,wamberal,2086,wa,19620510,1807525,harrison,snellin g,50,sproule circuit,yalkara,emerald,4216,nsw,19410412,1348871
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
maddison,fullgrabe,44,scarlett street,allunga,forest glen,5070,qld,19110327,3898794,maddison,mahon,62,ellenborlugh street,brentwood vlge,east gordon,2224,qld,19381111,9648098
joshua,corbin,83,tweed place,five oaks,keilor,4818,nsw,19721018,7955748,joshua,raward,26,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686
noah,clarke,608,bindel street,anstee court,boggabri,5158,nsw,19540920,8260965,noah,berry,58,alice jackse on crescent,rosehill,hawthorn,5251,sa,19240908,1446426
isabella,tinsley,181,chewings street,sherwood,maiden gully,5039,vic,19620924,7350425,isabella,,576,grimshaw street,brentwood vlge,tar,2092,qld,19440214,5901255
benjamin,coleman,12,canopus crescent,,port kembla,2795,qld,19010422,1651755,benjamin,morr ison,16,kingscotecrescent,malanda orchard,sanctuary point,0280,nws,19761231,3201927
chelsea,sherriff,16,gellibrand street,electorate office,willetton,4680,qld,19221231,6905458,chelsea,mccarthy,17,la perouse street,arcaida,ballarat,4007,nsw,19921130,4620249
lachlan,rawlings,49,lochleigh,whispering pines,coonamble,2019,nsw,19261022,9145105,lachlan,balasubramaniam,26,mackinolty street,balmora lgarden,scarnorough,2388,nsw,19731007,1798069
timothy,jesser,,hackett garden,narraburra lodge,killara,2283,vic,19000601,9949289,timothy,haythorpe,21,grund p lace,brentwood vlge,blackmans bay,2603,vic,19200714,2476740
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
benjamin,paine,277,,rose lane centre,glengowrie,2046,vic,19531018,3571554,benjamin,campbell,159,corrigan yplace,,thornbury,2300,nsw,19870227,4459447
emma,thorpe,60,sharwood crescent,wyuna,warriewood,4510,vic,19211218,3969676,emma,wevb,11,baracchi crescent,thornbrook,eight mil e plains,3016,qld,19910314,5201994
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
callum,mahon,79,mcintosh street,boronia,slacks creek,2145,nsw,19040909,2226255,callum,wheatley,3,john cleland crescent,murrong,florey,2063,nsw,19651106,9895199
nicholas,hassall,8,laughton street,anzac house (cnr archer s street,highton,3028,sa,19040622,3632388,nicholas,mycko,259,alma close,farm shed,centennail park,3000,qld,19450728,3274337
matthew,sincovich,95,grylls crescent,,barrack heights,4221,nsw,19600731,4440480,matthew,walms,1121,massi e place,the stockyards,dalby,3352,nsw,19280328,6147905
harrison,capurso,7,erldunda circuit,bellbird ctge,jan juc,6233,vic,,4086030,harrison,mcneull,1,geeves cort,branmigans,highett,2319,qld,19280108,6287203
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
abbey,lewkowicz,33,stead place,dalamar,minchinbury,6108,nsw,19240802,1187314,abbey,parfilo,13,chandler street,,albany creek,2065,vic,19891112,8843836
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,babic,1,totterdell street,cooingale,st albans,4060,sa,19450493,3346822
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,lock,31,,statio r road,logan reserve,6163,vic,19490619,3058210
blake,wehr,27,naas close,rowethorpe,stockton,2151,wa,19440131,7528586,blake,mcvicar,26,ellerston avenue,rosehill,bowral,3009,qld,19890504,1219082
jessica,weller,318,bishopbourne court,lismore road,padstow,2191,nsw,19600919,4837774,jessica,dixon,161,fred johns crescent,,eaglehawk,3556,qld,19281113,6245244
jacob,maynard,11,lutana street,caprice,lower templestowe,2720,nsw,19370219,2009297,jacob,wbeb,14,hawdon treet,aumuller house,forest lodge,6050,nsw,19450315,8971806
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
ethan,muthukuda,25,,glen fern,hillside,2250,vic,19581107,4421577,ethan,marson,40,catumbel lodge,tinaroo place,hoppers crossing,2035,vic,19100123,9238396
joshua,petersen,8,wybalena grove,lyra park,surry hills,3162,vic,19420824,4895026,joshua,fauser,2,unt 2,harrington pcircuit,kingsford,2280,nsw,19820606,4981335
joshua,coleman,16,mosman place,aralee,kooyong,3431,nsw,19501024,2640319,joshua,gaskin,61,haystack crescent,gemmav,koroit,6233,vic,19590425,3676871
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
christian,drechsler,75,white crescent,,summer hill,7018,sa,19580327,1471940,christian,dietrich,27,lindrum crescent,matilda blue,rostevor,4560,wa,19170307,3108840
nicholas,matson,17,stephen street,taylors creek bridge,cowell,2454,vic,19990419,3182512,nicholas,commoyns,50,couchman crescent,lochlee,pardale,5169,sa,19980815,9438920
thomas,humphreys,35,mayne street,gull cottage,the entrance,2000,qld,19880516,3033985,thomas,butt,11,freeling crescent,mylo house hostel,port fairy,2486,nsw,19311128,4301794
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
,collinson,8,parrabel place,fraser lodge,elwood,2420,vic,19100819,5602774,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
cameron,walls,7,carruthers street,flt 2a,tucabia,2036,nsw,19461005,8102234,cameron,wilkins,528,bruxner close,ivenutre,albury,4607,sa,19580516,1334190
john,homann,27,sid barnes crescent,king river palms c8,cranbourne,5159,nsw,19461027,4896844,john,ryan,,chuculba crescent,redfern station,,4605,vic,19840524,2056918
benjamin,cassimatis,23,,yacklin,thornleigh,6006,nsw,,1533923,benjamin,bellon,11,croton street,omaru,artarmon,4406,nsw,19120805,3089666
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,campbell,282,osburndrive,white patch,carralra,6030,vic,,2172403
adam,craze,,mcclintock street,loma langie,portarlington,3199,wa,19270510,3239913,adam,coleman,14,ewart sdreet,camrai village,springfield,2795,nsw,19491208,6543835
joshua,pringle,13,fred johns crescent,glenview,elwood,2640,sa,19720127,9406321,joshua,needham,20,,jackarand alodge,manunda,2325,qld,19130421,6586520
ryan,lindholm,41,coolibah crescent,acadia,kingston,3116,vic,19110222,9865390,ryan,sherrington,17,stopford crescent,lvel 1280,caulfield north,4715,qld,19680507,8315298
connor,arda,35,fenner street,summervale,south melbourne,2530,wa,19750417,9721130,connor,arda,35,,summervale,port macquarie,2530,wa,19750417,9721130
jack,katarski,3,lange place,rose gardens touri,rowville,3975,qld,19320704,8850947,jack,collinson,4,blowering os treet,canobolasceaavn park,leeton,4212,nsw,19821223,5810985
connor,foall,17,lamb place,,kilsyth,3174,qld,19140927,4900414,connor,camp,29,egerton close,gwandalan,riverhilts,2170,vic,19190905,5237893
lachlan,hage,34,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523,3230581,lachlan-john,snelling,20,summerville crescent,,maldon,3206,vic,19660114,7931741
riley,landow,43,hannaford street,wattle tree,marayong,6025,vic,19971031,4812402,riley,whie,22,william husdon crescent,brentwood vlge,burnside,3064,qld,19941028,3083448
joshua,petersen,8,wybalena grove,lyra park,surry hills,3162,vic,19420824,4895026,joshua,stubx,50,bimbiangc rescent,rosetta ivllage,holswirthy,3071,nsw,19580212,4826701
caleb,deakin,61,clem hill street,rowethorpe,craigmore,4285,nsw,19930428,2238546,caleb,quiill,9,rosebery street,laura pengilly wing,granville,5007,nsw,19040203,8733587
mitchell,ramush,1,hann street,keira,sunshine beach,3943,sa,19480321,7925486,mitchell,crossman,75,wakefiel d garden,fairburn park,charlestown,3995,vic,19751101,4081790
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,webb,25,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715,1945645
liam,grainger,251,magrath crescent,brindabella specialist centre,mclaren flat,2041,nsw,19690906,9030428,liam,coenen,66,stretton c rescent,,patterson lakes,6060,qld,19690602,1128736
michael,acciairresa,18,eyre street,george forbes house,preston,4218,vic,19580720,5106898,michael,shepherd,39,pinkerton c ircuit,millwood,camira,3378,nsw,19301008,3537158
jessica,bradshaw,,wheadon street,yarrabin,minyip,2290,nsw,19080415,5572327,jessica,kusdek,,limestone avenue,jinchulla,lavington,4519,qld,19721222,3705755
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,lowe,15,patton place,redlands,tarcutta,4705,sa,19120201,7132911
sophie,bevis,8,bungonia street,fernlea,ringwood east,2541,vic,19820602,4133682,sophie,au,26,pelham close,locn n192,sandy bay,3192,vic,,4507512
caitlin,bevis,46,smith street,grammar school,hawthorn,4878,nsw,19601011,3040069,caitlin,berry,29,carr crscent,bletchly aprk,corrimal east,4075,sa,19780804,2225444
benjamin,clarke,122,archibald street,locn 1487,nickol,2535,nsw,19010518,1978760,benjamin,moody,43,fernyhough crescent,huongold,port augusta,3192,vic,19180612,4887764
emiily,bradshaw,19,parkhill street,foxdown,south grafton,4207,vic,19270912,2964855,emiily,green,31,applgelen,julius street,mount colah,2290,vic,19310530,7373124
joshua,sherriff,159,cosgrove street,sun city resort,bligh park,2035,qld,,6454105,joshua,raward,26,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686
noah,bishop,23,shannon circuit,eriswell park,south perth,4551,nsw,19210214,5100494,noah,berry,58,alice jackse on crescent,rosehill,hawthorn,5251,sa,19240908,1446426
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
hannah,reid,21,bisdee street,tall pines,malvern,2478,qld,19840208,1762901,hannah,rivers,5,collings street,,toorak,2487,nsw,19521217,6906828
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
sophie,grosser,86,tryon street,bethel hostel,bull creek,3875,wa,19011031,6415988,sophie,noble,1,yambina crescent,sefton park,rues,6210,nsw,19440101,3325291
sophie,grosser,86,tryon street,bethel hostel,bull creek,3875,wa,19011031,6415988,sophie,masojn,23,,,greensborough,2020,qld,19341211,7259553
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
emiily,reid,32,ina gregory circuit,,camira,3172,nsw,19041113,8734967,emiily,benjamin,8,holmans treet,kersey' south,coutts crossing,2278,vic,19490214,7996561
tommy,morrison,49,mcnamara street,rowan lodge,north ryde,2038,nsw,19231010,1815246,tommy,white,4,preston street,ben hlil,wahroonga,2230,wa,19161007,3053568
jacob,maynard,11,lutana street,caprice,lower templestowe,2720,nsw,19370219,2009297,jacob,beatton,,maharattacircuit,specialist centre,robertson,2643,nsw,19860630,9285118
joshua,moody,15,glover street,el-woodaro,warren,2304,qld,19580620,9224762,joshua,dixon,60,croton street,ethnam arm,surrey hills,2617,nsw,19481014,5540614
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
mitchell,ramush,1,hann street,keira,sunshine beach,3943,sa,19480321,7925486,mitchell,lex,8,dexter street,blythlands,upper coomera,2011,nsw,19430227,9870170
chloe,grosvenor,13,clyne place,waddi,scarness,2478,nsw,19800606,2830335,chloe,lowme,344,phillipiaenue,lewin lodge,deagn,4306,aw,19840502,6220613
jacob,siviour,12,dobbie place,brentwood vlge,gundagai,2839,qld,19160602,6846430,jacob,wbeb,14,hawdon treet,aumuller house,forest lodge,6050,nsw,19450315,8971806
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
madison,struck,40,drake brockman drive,eden park,st albans,4218,nsw,19600814,8963800,madison,morrison,38,peacock place,melim a,campbelltown,3021,wa,19481214,1967265
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
lachlan,nguyen,70,bushby close,locheil,wilson,5046,nsw,19660926,4360586,lachlan,red,20,starkestreet,busbey's flat,caulfield,2611,vic,19600906,3614628
benjamin,lovelock,1,tanumbirini street,apmnt 203,willetton,4570,nsw,19980628,6282406,benjamin,donaldson,34,dunoon street,westwood homestead,st algans,2611,nsw,19331111,2281465
sophie,bevis,8,bungonia street,fernlea,ringwood east,2541,vic,19820602,4133682,sophie,ballantyne,32,solomon crescent,vill a 3,whittington,3223,nsw,19111219,8261379
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,babic,1,totterdell street,cooingale,st albans,4060,sa,19450493,3346822
abbey,dixon,1,marcus clarke street,grasmere park,scarborough,3141,qld,19441008,8127929,abbey,grewn,6,aspinall street,roseda le,mannum,3012,vic,19300314,5453075
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,gaskin,61,haystack crescent,gemmav,koroit,6233,vic,19590425,3676871
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,neville,71,pleasance place,macarthur place,wanniassa,3875,qld,19730731,5739885
harry,rollins,22,antill street,valbella,mount isa,3142,wa,19240905,5927194,harry,bishop,5,darwinia terrace,craigsto nl1bg,glenmore aprk,4830,wa,19781114,7781607
,white,28,young street,ripplevale,maydena,3102,nsw,19260930,2545305,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
